date,amount
2025-02-25 07:00:02.149499, 0
2025-02-25 07:30:01.738712, 0
2025-02-25 08:00:02.377098, 0
2025-02-25 08:30:02.080921, 1
2025-02-25 09:00:01.712378, 6
2025-02-25 09:30:02.275419, 20
2025-02-25 10:00:02.043383, 22
2025-02-25 10:30:01.682628, 26
2025-02-25 11:00:02.269255, 22
2025-02-25 11:30:01.887295, 11
2025-02-25 12:00:02.518225, 15
2025-02-25 12:30:02.171644, 14
2025-02-25 13:00:01.836710, 16
2025-02-25 13:30:02.452906, 18
2025-02-25 14:00:02.189874, 16
2025-02-25 14:30:01.785614, 18
2025-02-25 15:00:02.383359, 21
2025-02-25 15:30:02.042377, 21
2025-02-25 16:00:01.654870, 26
2025-02-25 16:30:02.240508, 37
2025-02-25 17:00:01.890777, 53
2025-02-25 17:30:02.494027, 66
2025-02-25 18:00:02.109442, 86
2025-02-25 18:30:01.701848, 94
2025-02-25 19:00:02.309593, 108
2025-02-25 19:30:01.893882, 117
2025-02-25 20:00:02.660460, 99
2025-02-25 20:30:02.237039, 91
2025-02-25 21:00:01.895120, 60
2025-02-25 21:30:02.593770, 39
2025-02-25 22:00:02.398123, 32
2025-02-25 22:30:02.094330, 16
2025-02-25 23:00:01.728398, 11
2025-02-25 23:30:02.415465, 5
2025-02-26 07:00:01.834231, 0
2025-02-26 07:30:02.490906, 0
2025-02-26 08:00:02.045230, 0
2025-02-26 08:30:01.615496, 14
2025-02-26 09:00:02.244005, 21
2025-02-26 09:30:01.853667, 23
2025-02-26 10:00:02.566430, 27
2025-02-26 10:30:02.296615, 17
2025-02-26 11:00:02.055228, 10
